,Player,Team,Year Signed,Years,,Value,APY,Guaranteed,,APY as % Of Cap At Signing,,Inflated Value,Inflated APY,Inflated Guaranteed
1423,Jeff Driskel,Texans,2021,1,,"$375,000","$375,000",$0,,0.2%,,"$573,699","$573,699",$0
1424,Will Grier,Cowboys,2022,1,,"$425,622","$425,622",$0,,0.2%,,"$570,767","$570,767",$0
1425,Kyle Sloter,Vikings,2017,1,,"$340,000","$340,000",$0,,0.2%,,"$568,431","$568,431",$0
1426,Phillip Walker,Browns,2023,1,,"$441,822","$441,822",$0,,0.2%,,"$548,740","$548,740",$0
1427,Jake Rudock,Lions,2018,1,,"$340,000","$340,000",$0,,0.2%,,"$535,711","$535,711",$0
1428,Jeff Driskel,Texans,2022,1,,"$395,800","$395,800",$0,,0.2%,,"$530,775","$530,775",$0
1429,Cooper Rush,Cowboys,2022,1,,"$395,800","$395,800",$0,,0.2%,,"$530,775","$530,775",$0
1430,Nathan Peterman,Bears,2022,1,,"$395,800","$395,800",$0,,0.2%,,"$530,775","$530,775",$0
1431,Will Grier,Cowboys,2022,1,,"$391,911","$391,911",$0,,0.2%,,"$525,560","$525,560",$0
1432,Josh Johnson,Jets,2021,1,,"$343,444","$343,444",$0,,0.2%,,"$525,422","$525,422",$0
1433,Sean Mannion,Vikings,2021,1,,"$334,000","$334,000",$0,,0.2%,,"$510,974","$510,974",$0
1434,Brett Rypien,Rams,2023,1,,"$410,200","$410,200",$0,,0.2%,,"$509,465","$509,465",$0
1435,Mike White,Bills,2024,1,,"$465,800","$465,800",$0,,0.2%,,"$509,207","$509,207",$0
1436,Phillip Walker,Browns,2023,1,,"$406,311","$406,311",$0,,0.2%,,"$504,635","$504,635",$0
1437,Kyle Lauletta,Eagles,2019,1,,"$340,000","$340,000",$0,,0.2%,,"$504,400","$504,400",$0
1438,Jake Rudock,Dolphins,2019,1,,"$340,000","$340,000",$0,,0.2%,,"$504,400","$504,400",$0
1439,Brett Rypien,Broncos,2019,1,,"$340,000","$340,000",$0,,0.2%,,"$504,400","$504,400",$0
1440,Alex McGough,Texans,2019,1,,"$340,000","$340,000",$0,,0.2%,,"$504,400","$504,400",$0
1441,Brett Hundley,Colts,2021,1,,"$320,000","$320,000",$0,,0.2%,,"$489,556","$489,556",$0
1442,Matt Barkley,Bills,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1443,Ryan Griffin,Buccaneers,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1444,David Blough,Vikings,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1445,Sean Mannion,Seahawks,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1446,Jeff Driskel,Texans,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1447,Joshua Dobbs,Lions,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1448,Nathan Peterman,Bears,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1449,Will Grier,Cowboys,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1450,Cooper Rush,Cowboys,2022,1,,"$358,200","$358,200",$0,,0.2%,,"$480,353","$480,353",$0
1451,Ben DiNucci,Broncos,2023,1,,"$377,600","$377,600",$0,,0.2%,,"$468,977","$468,977",$0
1452,Mike White,Bills,2024,1,,"$424,600","$424,600",$0,,0.2%,,"$464,167","$464,167",$0
1453,Nathan Peterman,Bears,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1454,Joe Flacco,Browns,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1455,Phillip Walker,Browns,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1456,Brett Rypien,Seahawks,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1457,Joe Flacco,Browns,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1458,Will Grier,Bengals,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1459,Tim Boyle,Texans,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1460,Sean Mannion,Seahawks,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1461,Trevor Siemian,Jets,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1462,Jeff Driskel,Cardinals,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1463,David Blough,Lions,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1464,Brett Rypien,Seahawks,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1465,Sean Mannion,Seahawks,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1466,Jeff Driskel,Cardinals,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1467,John Wolford,Buccaneers,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1468,Brett Rypien,Rams,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1469,Joe Flacco,Browns,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1470,Jeff Driskel,Cardinals,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1471,Phillip Walker,Browns,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1472,Sean Mannion,Seahawks,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1473,Tim Boyle,Jets,2023,1,,"$370,800","$370,800",$0,,0.2%,,"$460,531","$460,531",$0
1474,Josh Johnson,Jets,2021,1,,"$297,722","$297,722",$0,,0.2%,,"$455,474","$455,474",$0
1475,Brian Hoyer,Patriots,2021,1,,"$297,722","$297,722",$0,,0.2%,,"$455,474","$455,474",$0
1476,Tyler Bray,Bears,2020,1,,"$323,316","$323,316",$0,,0.2%,,"$455,448","$455,448",$0
1477,Brett Hundley,Colts,2021,1,,"$293,000","$293,000",$0,,0.2%,,"$448,250","$448,250",$0
1478,Sean Mannion,Vikings,2021,1,,"$293,000","$293,000",$0,,0.2%,,"$448,250","$448,250",$0
1479,Josh Johnson,Broncos,2022,1,,"$334,222","$334,222",$0,,0.2%,,"$448,198","$448,198",$0
1480,Nick Mullens,Browns,2021,1,,"$289,111","$289,111",$0,,0.2%,,"$442,300","$442,300",$0
1481,Matt Barkley,Bears,2016,1,,"$244,800","$244,800",$0,,0.2%,,"$440,189","$440,189",$0
1482,Feleipe Franks,Panthers,2024,1,,"$395,522","$395,522",$0,,0.2%,,"$432,380","$432,380",$0
1483,Brandon Doughty,Dolphins,2017,1,,"$258,400","$258,400",$0,,0.2%,,"$432,008","$432,008",$0
1484,Davis Webb,Giants,2022,1,,"$321,666","$321,666",$0,,0.2%,,"$431,360","$431,360",$0
1485,Chris Streveler,Jets,2022,1,,"$321,666","$321,666",$0,,0.2%,,"$431,360","$431,360",$0
1486,Taylor Heinicke,Patriots,2017,1,,"$255,000","$255,000",$0,,0.2%,,"$426,323","$426,323",$0
1487,Brad Kaaya,Lions,2017,1,,"$255,000","$255,000",$0,,0.2%,,"$426,323","$426,323",$0
1488,Tim Boyle,Dolphins,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1489,Feleipe Franks,Panthers,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1490,Tim Boyle,Dolphins,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1491,Feleipe Franks,Panthers,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1492,Daniel Jones,Vikings,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1493,Will Grier,Cowboys,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1494,Mike White,Bills,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1495,Tyler Huntley,Ravens,2024,1,,"$383,400","$383,400",$0,,0.2%,,"$419,128","$419,128",$0
1496,David Fales,Bears,2015,1,,"$212,500","$212,500",$0,,0.1%,,"$414,084","$414,084",$0
1497,Garrett Gilbert,Patriots,2022,1,,"$299,800","$299,800",$0,,0.1%,,"$402,037","$402,037",$0
1498,Nate Sudfeld,49ers,2021,1,,"$257,200","$257,200",$0,,0.1%,,"$393,481","$393,481",$0
1499,Tyler Bray,Bears,2020,1,,"$278,187","$278,187",$0,,0.1%,,"$391,876","$391,876",$0
1500,Anthony Brown,Ravens,2022,1,,"$290,001","$290,001",$0,,0.1%,,"$388,897","$388,897",$0
1501,Josh Johnson,Broncos,2022,1,,"$288,000","$288,000",$0,,0.1%,,"$386,213","$386,213",$0
1502,Matt Barkley,Falcons,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1503,Blake Bortles,Packers,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1504,Nathan Peterman,Raiders,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1505,Blake Bortles,Saints,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1506,Josh Johnson,Jets,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1507,Brian Hoyer,Patriots,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1508,Garrett Gilbert,Patriots,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1509,Sean Mannion,Vikings,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1510,Brett Hundley,Colts,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1511,Kevin Hogan,Titans,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1512,Matt Barkley,Titans,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1513,Nick Mullens,Browns,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1514,Jeff Driskel,Texans,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1515,DeShone Kizer,Titans,2021,1,,"$252,000","$252,000",$0,,0.1%,,"$385,525","$385,525",$0
1516,A.J. McCarron,Bengals,2023,1,,"$306,222","$306,222",$0,,0.1%,,"$380,326","$380,326",$0
1517,Chris Streveler,Jets,2022,1,,"$283,444","$283,444",$0,,0.1%,,"$380,104","$380,104",$0
1518,Logan Woodside,Titans,2022,1,,"$283,444","$283,444",$0,,0.1%,,"$380,104","$380,104",$0
1519,Davis Webb,Giants,2022,1,,"$283,444","$283,444",$0,,0.1%,,"$380,104","$380,104",$0
1520,Jacob Eason,Panthers,2022,1,,"$283,444","$283,444",$0,,0.1%,,"$380,104","$380,104",$0
1521,Tommy DeVito,Giants,2023,1,,"$305,001","$305,001",$0,,0.1%,,"$378,809","$378,809",$0
1522,Mike Glennon,Dolphins,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1523,Brett Hundley,Ravens,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1524,Garrett Gilbert,Patriots,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1525,Josh Rosen,Browns,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1526,Kevin Hogan,Titans,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1527,Tim Boyle,Lions,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1528,Garrett Gilbert,Patriots,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1529,Brett Hundley,Saints,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1530,Josh Rosen,Vikings,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1531,Brett Hundley,Ravens,2022,1,,"$277,200","$277,200",$0,,0.1%,,"$371,730","$371,730",$0
1532,A.J. McCarron,Bengals,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1533,Matt Barkley,Giants,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1534,Trace McSorley,CHI/PIT,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1535,Sean Mannion,Vikings,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1536,Will Grier,Patriots,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1537,Matt Barkley,Giants,2023,1,,"$289,800","$289,800",$0,,0.1%,,"$359,930","$359,930",$0
1538,Ben DiNucci,Broncos,2023,1,,"$288,666","$288,666",$0,,0.1%,,"$358,521","$358,521",$0
1539,Matt Moore,Chiefs,2020,1,,"$253,765","$253,765",$0,,0.1%,,"$357,473","$357,473",$0
1540,Zac Dysert,Broncos,2014,1,,"$170,000","$170,000",$0,,0.1%,,"$356,872","$356,872",$0
1541,B.J. Daniels,Seahawks,2014,1,,"$170,000","$170,000",$0,,0.1%,,"$356,872","$356,872",$0
1542,Tyler Huntley,Ravens,2020,1,,"$252,728","$252,728",$0,,0.1%,,"$356,012","$356,012",$0
1543,Jake Browning,Bengals,2022,1,,"$262,334","$262,334",$0,,0.1%,,"$351,795","$351,795",$0
1544,Anthony Brown,Ravens,2022,1,,"$262,334","$262,334",$0,,0.1%,,"$351,795","$351,795",$0
1545,Tommy DeVito,Giants,2023,1,,"$275,334","$275,334",$0,,0.1%,,"$341,963","$341,963",$0
1546,Josh Woodrum,Ravens,2017,1,,"$204,000","$204,000",$0,,0.1%,,"$341,059","$341,059",$0
1547,Tyler Bray,Bears,2018,1,,"$212,500","$212,500",$0,,0.1%,,"$334,819","$334,819",$0
1548,Logan Thomas,Dolphins,2015,1,,"$170,000","$170,000",$0,,0.1%,,"$331,267","$331,267",$0
1549,Tim Boyle,Giants,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1550,Trevor Siemian,Titans,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1551,John Wolford,Jaguars,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1552,Nathan Peterman,Falcons,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1553,Logan Woodside,Bengals,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1554,Will Grier,Eagles,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1555,Tim Boyle,Giants,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1556,Brett Rypien,Vikings,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1557,Trevor Siemian,Titans,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1558,C.J. Beathard,Dolphins,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1559,Logan Woodside,Bengals,2024,1,,"$302,400","$302,400",$0,,0.1%,,"$330,580","$330,580",$0
1560,Sean Clifford,Packers,2024,1,,"$301,666","$301,666",$0,,0.1%,,"$329,777","$329,777",$0
1561,Jaren Hall,Seahawks,2024,1,,"$301,666","$301,666",$0,,0.1%,,"$329,777","$329,777",$0
1562,Chris Streveler,Jets,2022,1,,"$245,222","$245,222",$0,,0.1%,,"$328,847","$328,847",$0
1563,Jacob Eason,Panthers,2022,1,,"$245,222","$245,222",$0,,0.1%,,"$328,847","$328,847",$0
1564,Davis Webb,Giants,2022,1,,"$245,222","$245,222",$0,,0.1%,,"$328,847","$328,847",$0
1565,Logan Woodside,Titans,2022,1,,"$245,222","$245,222",$0,,0.1%,,"$328,847","$328,847",$0
1566,Nate Sudfeld,49ers,2021,1,,"$211,400","$211,400",$0,,0.1%,,"$323,413","$323,413",$0
1567,Jordan Rodgers,Jaguars,2013,3,,"$420,000","$140,000","$5,000",,0.1%,,"$953,366","$317,789","$11,350"
1568,Tyler Huntley,Ravens,2020,1,,"$225,246","$225,246",$0,,0.1%,,"$317,299","$317,299",$0
1569,Jake Luton,Seahawks,2021,1,,"$206,266","$206,266",$0,,0.1%,,"$315,559","$315,559",$0
1570,Tyler Bray,Bears,2019,1,,"$212,500","$212,500",$0,,0.1%,,"$315,250","$315,250",$0
1571,Michael Pratt,Buccaneers,2024,1,,"$288,334","$288,334",$0,,0.1%,,"$315,203","$315,203",$0
1572,Anthony Brown,Ravens,2022,1,,"$234,667","$234,667",$0,,0.1%,,"$314,693","$314,693",$0
1573,Jake Browning,Bengals,2022,1,,"$234,667","$234,667",$0,,0.1%,,"$314,693","$314,693",$0
1574,Ben DiNucci,Broncos,2023,1,,"$252,333","$252,333",$0,,0.1%,,"$313,396","$313,396",$0
1575,Davis Webb,Bills,2021,1,,"$203,622","$203,622",$0,,0.1%,,"$311,514","$311,514",$0
1576,Trace McSorley,Ravens,2021,1,,"$203,622","$203,622",$0,,0.1%,,"$311,514","$311,514",$0
1577,David Fales,Ravens,2016,1,,"$170,000","$170,000",$0,,0.1%,,"$305,687","$305,687",$0
1578,Tommy DeVito,Giants,2023,1,,"$245,667","$245,667",$0,,0.1%,,"$305,117","$305,117",$0
1579,Chris Oladokun,Chiefs,2023,1,,"$245,667","$245,667",$0,,0.1%,,"$305,117","$305,117",$0
1580,Mike White,Jets,2019,1,,"$204,000","$204,000",$0,,0.1%,,"$302,640","$302,640",$0
1581,Luke Falk,Jets,2019,1,,"$204,000","$204,000",$0,,0.1%,,"$302,640","$302,640",$0
1582,Jake Browning,Bengals,2021,1,,"$193,067","$193,067",$0,,0.1%,,"$295,366","$295,366",$0
1583,Jake Luton,Panthers,2023,1,,"$236,111","$236,111",$0,,0.1%,,"$293,248","$293,248",$0
1584,Jaren Hall,Seahawks,2024,1,,"$263,333","$263,333",$0,,0.1%,,"$287,872","$287,872",$0
1585,Sean Clifford,Packers,2024,1,,"$263,333","$263,333",$0,,0.1%,,"$287,872","$287,872",$0
1586,Cooper Rush,Giants,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1587,Kevin Hogan,Bengals,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1588,DeShone Kizer,Raiders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1589,Brandon Allen,Bengals,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1590,DeShone Kizer,Titans,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1591,Joe Webb,Lions,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1592,Cooper Rush,Cowboys,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1593,Matt Moore,Chiefs,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1594,David Fales,Jets,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1595,Cooper Rush,Cowboys,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1596,Josh McCown,Eagles,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1597,Josh Johnson,49ers,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1598,Drew Stanton,Buccaneers,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1599,Taylor Heinicke,Commanders,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1600,Kevin Hogan,Bengals,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1601,Trevor Siemian,Saints,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1602,Alex Tanney,Giants,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1603,Mike Glennon,Jaguars,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1604,Blake Bortles,Broncos,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1605,Trevor Siemian,Titans,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1606,Joe Webb,Giants,2020,1,,"$204,000","$204,000",$0,,0.1%,,"$287,370","$287,370",$0
1607,Reid Sinnett,Bengals,2023,1,,"$228,333","$228,333",$0,,0.1%,,"$283,588","$283,588",$0
1608,Michael Pratt,Buccaneers,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$280,585","$280,585",$0
1609,Adrian Martinez,Jets,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$280,585","$280,585",$0
1610,Carter Bradley,Raiders,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$280,585","$280,585",$0
1611,Jack Plummer,Panthers,2024,1,,"$256,667","$256,667",$0,,0.1%,,"$280,585","$280,585",$0
1612,Steven Montez,Commanders,2020,1,,"$197,764","$197,764",$0,,0.1%,,"$278,586","$278,586",$0
1613,Tyler Huntley,Ravens,2020,1,,"$197,764","$197,764",$0,,0.1%,,"$278,586","$278,586",$0
1614,Jake Luton,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1615,Jarrett Guarantano,Cardinals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1616,Kurt Benkert,49ers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1617,Steven Montez,Lions,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1618,Davis Cheek,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1619,Jarrett Guarantano,Broncos,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1620,Case Cookus,Rams,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1621,Danny Etling,Packers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1622,EJ Perry,Jaguars,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1623,Chris Oladokun,Chiefs,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1624,Logan Woodside,Titans,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1625,Chase Garbers,Raiders,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1626,Jacob Eason,Panthers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1627,Carson Strong,Cardinals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1628,Jake Fromm,Commanders,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1629,Trace McSorley,Cardinals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1630,Anthony Brown,Ravens,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1631,Davis Webb,Giants,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1632,Jarrett Guarantano,Broncos,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1633,Jacob Eason,49ers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1634,Reid Sinnett,MIA/PHI,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1635,Jake Browning,Bengals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1636,James Morgan,Cardinals,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1637,Jake Luton,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1638,Kurt Benkert,49ers,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1639,Jake Luton,Saints,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1640,Chris Streveler,Jets,2022,1,,"$207,000","$207,000",$0,,0.1%,,"$277,591","$277,591",$0
1641,Jacob Eason,Giants,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1642,Drew Plitt,Bengals,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1643,Ian Book,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1644,Chris Oladokun,Chiefs,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1645,Dresser Winn,Rams,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1646,Max Duggan,Chargers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1647,Dresser Winn,Rams,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1648,Malik Cunningham,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1649,Nathan Rourke,Jaguars,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1650,Dresser Winn,Rams,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1651,Jake Luton,Panthers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1652,Bailey Zappe,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1653,Dresser Winn,Rams,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1654,Anthony Brown,Ravens,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1655,Tommy DeVito,Giants,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1656,Malik Cunningham,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1657,Shane Buechele,Bills,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1658,EJ Perry,Jaguars,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1659,Malik Cunningham,Patriots,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1660,Reid Sinnett,Bengals,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1661,Tanner Morgan,Vikings,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1662,Jake Luton,Panthers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1663,Nathan Rourke,Jaguars,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1664,Holton Ahlers,Seahawks,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1665,Alex McGough,Packers,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
1666,Jacob Eason,Giants,2023,1,,"$216,000","$216,000",$0,,0.1%,,"$268,270","$268,270",$0
